# Forces        
# CofR          : (5.00000000e-01 5.00000000e-02 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
4236            	((-4.03348223e+51 -3.74243392e+50 9.42610324e+51) (-2.65614123e+24 -6.18067469e+22 4.29632846e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.22149659e+51 3.84259925e+51 -2.67266238e+50) (-1.59371063e+21 -3.15477936e+22 -1.46453691e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4238            	((3.74039326e+51 1.24869454e+50 -8.18154437e+51) (-2.67979840e+24 -9.82546709e+22 1.89342707e+21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.49030893e+50 -3.31008927e+51 1.43554957e+50) (3.32783958e+21 -4.93926039e+22 -1.63146093e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4240            	((-4.41565014e+51 -1.84752870e+49 9.46785755e+51) (-2.79175993e+24 -8.39053836e+22 4.62404261e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.03311723e+50 3.85935536e+51 -2.20960521e+50) (1.26955896e+21 -3.26714165e+22 -1.70381195e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4242            	((4.01967208e+51 3.82660158e+49 -9.72767118e+51) (-2.84678903e+24 -8.31542814e+22 -3.82848820e+21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.39779230e+50 -3.93648072e+51 3.30752872e+50) (1.75482159e+21 -5.50111818e+22 -1.58764374e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4244            	((-4.77820153e+51 -3.91685669e+49 1.03824866e+52) (-2.96380500e+24 -8.43265503e+22 4.11713844e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.06480204e+51 4.24499542e+51 -3.88914480e+50) (-3.61144184e+21 -3.77890115e+22 -1.62240433e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4246            	((4.18216051e+51 4.02274947e+50 -1.03839277e+52) (-3.03628352e+24 -3.31886775e+22 -5.89080669e+21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.56168552e+50 -4.19886609e+51 4.65372223e+50) (2.87752323e+21 -5.88550146e+22 -1.55979894e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4248            	((-5.22225941e+51 -4.26478196e+50 1.12936837e+52) (-3.17571963e+24 -4.34917460e+22 4.17248700e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.57632546e+50 4.63201826e+51 -4.03395227e+50) (2.84128745e+20 -4.06148390e+22 -1.47448513e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4250            	((5.22828779e+51 8.15133498e+50 -1.27454198e+52) (-3.17750034e+24 1.40989486e+22 -1.14669965e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.23677245e+49 -5.17453061e+51 6.12533640e+50) (-3.87935839e+21 -6.37799412e+22 -1.23582586e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4252            	((-5.75364651e+51 -6.82417380e+50 1.34680471e+52) (-3.24541475e+24 2.00963075e+22 4.13165229e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.36614403e+50 5.53519050e+51 -3.92136148e+50) (-7.36972701e+21 -4.21410861e+22 -9.67642981e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4254            	((5.58830812e+51 3.41440507e+50 -1.28181854e+52) (-3.24939389e+24 -1.89503780e+22 -4.95270029e+21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.38405597e+50 -5.20002046e+51 3.11274286e+50) (5.69675570e+18 -6.24936761e+22 -1.09617791e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4256            	((-7.04176797e+51 -6.45030165e+50 1.29353897e+52) (-3.43521869e+24 -6.19324506e+22 4.06284801e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.94515470e+50 5.32600304e+51 -4.00826151e+50) (1.42361920e+21 -4.53492086e+22 -1.22454609e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4258            	((7.56013128e+51 3.01252424e+50 -1.11099766e+52) (-3.34416634e+24 -9.60696009e+22 -4.20928904e+21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.07965681e+50 -4.50917129e+51 2.69924350e+50) (6.44477860e+21 -6.44769316e+22 -1.37025676e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4260            	((-9.20145471e+51 -1.95091459e+50 1.22127555e+52) (-3.55096453e+24 -8.31574869e+22 4.05159107e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.17523872e+51 5.01542830e+51 -3.28897493e+50) (-3.36786001e+20 -4.83808046e+22 -1.37357790e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4262            	((8.26483153e+51 -4.36780012e+50 -1.59657040e+52) (-3.63256779e+24 -1.55992261e+23 -3.08071652e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.57720820e+51 -6.46808896e+51 1.30223992e+50) (1.19543870e+22 -8.07337499e+22 -1.70085473e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4264            	((-8.88030748e+51 4.15178647e+50 1.59861228e+52) (-3.71230193e+24 -1.48546909e+23 2.79345625e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.66929252e+51 6.58562228e+51 5.19834989e+49) (7.65471562e+21 -5.68212330e+22 -1.52024851e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4266            	((7.98694288e+51 -2.32465627e+50 -1.62184645e+52) (-3.77644336e+24 -1.27445288e+23 -2.64920679e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.55897856e+51 -6.56426258e+51 2.86663875e+50) (6.60326938e+21 -8.00648173e+22 -1.21829122e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4268            	((-9.70134692e+51 4.34713228e+49 1.66379654e+52) (-3.95626587e+24 -1.46628427e+23 3.48553843e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.58900817e+51 6.86309602e+51 -4.54285307e+50) (1.25702504e+21 -5.64350106e+22 -1.37121291e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4270            	((8.95697878e+51 4.13489818e+50 -1.59009532e+52) (-3.98337535e+24 -9.56680445e+22 -3.30515343e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.44696496e+51 -6.42684660e+51 1.02680289e+51) (5.44943123e+21 -8.61032285e+22 -8.68603818e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4272            	((-1.10437502e+52 -5.11797282e+50 1.79881814e+52) (-4.18749206e+24 -1.09877987e+23 3.04438459e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.31289976e+51 7.40815294e+51 -7.04037284e+50) (1.52148804e+21 -6.22516653e+22 -6.54447582e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4274            	((1.09577036e+52 2.55238302e+50 -2.03985398e+52) (-4.16906918e+24 -1.30076724e+23 -4.26888552e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.36506845e+50 -8.28671583e+51 5.42967929e+50) (-5.55119836e+19 -9.42946029e+22 -7.19197312e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4276            	((-1.30483043e+52 2.98276481e+50 1.91669127e+52) (-4.37745639e+24 -7.70805924e+22 1.88649936e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.77874605e+50 7.91613921e+51 2.76259603e+49) (-5.18975995e+21 -7.13044147e+22 -3.37148258e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4278            	((1.19866624e+52 -3.14410257e+50 -2.19690679e+52) (-4.42565964e+24 -8.63851026e+22 -5.20027756e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.06592816e+51 -8.88492349e+51 -1.04515008e+50) (-3.27276289e+21 -1.02222492e+23 -4.13464834e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4280            	((-1.29249177e+52 5.89113149e+50 2.47906064e+52) (-4.51229400e+24 -6.54076656e+22 3.13652625e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.02571464e+51 1.01969652e+52 2.67708029e+50) (-8.73491797e+21 -6.83929167e+22 -3.59303388e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4282            	((1.08860716e+52 1.66165101e+50 -2.45989801e+52) (-4.62032278e+24 -9.11084889e+21 -4.17541819e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.57714924e+50 -9.93818650e+51 5.14869564e+49) (-1.39250467e+22 -1.01645475e+23 -1.22406734e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4284            	((-1.40091476e+52 -1.47283461e+50 2.40419532e+52) (-4.91006201e+24 -1.30942846e+22 2.96466233e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.78011649e+49 9.92391024e+51 -1.69520007e+50) (-1.78197438e+22 -7.57911622e+22 -4.08039115e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4286            	((1.34909619e+52 1.02807248e+51 -2.57709758e+52) (-4.89224124e+24 5.45924943e+22 -4.22786966e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.44446355e+50 -1.04153983e+52 5.09075083e+50) (-1.16110111e+22 -1.06333210e+23 -1.86993158e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4288            	((-1.64835561e+52 -9.52556273e+50 2.72064365e+52) (-5.14271030e+24 4.86834642e+22 3.96497744e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.66246023e+50 1.12383734e+52 -4.86177943e+50) (-1.59778359e+22 -7.54788164e+22 -3.32615613e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4290            	((1.56688363e+52 -7.31990737e+50 -3.37793532e+52) (-5.19490435e+24 -8.48235799e+22 -5.64802870e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.93937428e+50 -1.36797433e+52 -8.55430066e+50) (-3.73141809e+19 -1.18210445e+23 -1.32150465e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4292            	((-1.64387362e+52 1.17986948e+51 3.58334540e+52) (-5.26334279e+24 -4.33660519e+22 4.38081331e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.17501005e+50 1.47947098e+52 5.66891188e+50) (-8.35321482e+20 -7.67592051e+22 -1.58596849e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4294            	((1.22303220e+52 -2.96105092e+50 -3.18189865e+52) (-5.49701923e+24 2.10936762e+22 -2.91820802e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.26437921e+49 -1.28562578e+52 2.30486024e+50) (-4.97108283e+21 -1.11974661e+23 -1.18904308e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4296            	((-1.50773348e+52 9.37471922e+50 3.03437690e+52) (-5.72861273e+24 7.46977360e+22 4.82845189e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.26022895e+50 1.25195272e+52 -6.02197566e+47) (-8.33151997e+21 -8.32792491e+22 -1.15105721e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4298            	((1.36140440e+52 -4.45482066e+50 -3.16428924e+52) (-5.77806418e+24 1.04667602e+23 -2.03618122e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.79980659e+50 -1.27436247e+52 4.72891356e+50) (-7.13582064e+21 -1.13570023e+23 -9.11929618e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4300            	((-1.61587728e+52 -1.71661402e+50 3.38660832e+52) (-5.97162734e+24 6.35017858e+22 6.89165227e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.64066301e+50 1.39356056e+52 -1.00438796e+51) (-1.19681538e+22 -7.89625651e+22 -1.37172626e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4302            	((1.66331821e+52 -6.27381989e+49 -3.44825797e+52) (-5.90566164e+24 4.28646306e+22 -3.16028299e+21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.50306947e+51 -1.39115919e+52 9.29536303e+50) (2.12185453e+21 -1.10948710e+23 -1.49739816e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4304            	((-2.02272252e+52 4.03671181e+50 4.00923742e+52) (-6.16281032e+24 7.11320080e+22 9.29486177e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.84967909e+51 1.65028136e+52 -9.26655290e+50) (-1.35947208e+21 -7.33676376e+22 -1.58256544e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4306            	((1.98407316e+52 -1.09340294e+51 -3.58906602e+52) (-6.14048223e+24 1.52245250e+22 1.61272631e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.53599853e+51 -1.45313266e+52 7.03765127e+49) (-5.21327115e+21 -1.08745590e+23 -2.09615184e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4308            	((-2.27069951e+52 7.05535078e+50 4.04361417e+52) (-6.36542390e+24 -3.06992735e+21 1.04588178e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.27037292e+50 1.66195855e+52 -8.87006579e+50) (-3.87058287e+21 -7.44799992e+22 -2.68797241e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4310            	((2.19037554e+52 -1.93753553e+50 -3.53416875e+52) (-6.36390793e+24 2.80642983e+22 3.99595876e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.01884751e+51 -1.43050206e+52 5.08954077e+50) (-9.67090517e+20 -1.03702971e+23 -2.97514556e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4312            	((-2.51101922e+52 7.67108508e+50 4.47146580e+52) (-6.60898486e+24 7.14088677e+22 1.36341953e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.14468112e+51 1.83104438e+52 -3.69417765e+50) (-6.60425296e+21 -6.62489651e+22 -2.87851169e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4314            	((2.04143597e+52 2.55846477e+48 -4.86625099e+52) (-6.87238135e+24 1.20677833e+23 2.59800635e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.65910317e+51 -1.96647224e+52 5.99727788e+50) (1.63217013e+18 -1.19322600e+23 -2.88153548e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4316            	((-2.67660903e+52 -1.17570628e+51 5.24735578e+52) (-7.27225386e+24 4.92253576e+22 1.21121516e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.23617939e+51 2.15864087e+52 -1.56481161e+51) (-2.09141377e+21 -8.36167546e+22 -3.47765216e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4318            	((2.28609810e+52 -4.68732306e+50 -4.70157309e+52) (-7.44862855e+24 -4.01601546e+22 3.89639746e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.06625708e+51 -1.89728346e+52 1.64682374e+51) (5.82216716e+21 -1.22307179e+23 -3.46518597e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4320            	((-2.91204832e+52 -1.36573219e+50 5.57252568e+52) (-7.81094883e+24 -6.89548583e+22 1.39508885e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.06596166e+51 2.28827464e+52 -2.27445495e+51) (4.77703759e+21 -8.38982893e+22 -3.87285237e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4322            	((2.36830318e+52 -2.94699996e+50 -6.41535294e+52) (-8.07940679e+24 -9.14660282e+22 1.79718626e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.01733791e+51 -2.59071541e+52 4.76494634e+50) (7.58689537e+21 -1.42393145e+23 -4.65927620e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4324            	((-3.06305529e+52 1.68136181e+51 6.61193034e+52) (-8.44730998e+24 -1.64349727e+22 1.22444409e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.00171392e+51 2.72637285e+52 -5.65840268e+50) (5.88589822e+20 -1.01556963e+23 -4.62916014e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4326            	((3.20347803e+52 -4.80514733e+50 -6.55973531e+52) (-8.36661508e+24 3.60613262e+22 4.27164152e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.69649609e+50 -2.65679783e+52 1.28012586e+51) (-4.26041151e+21 -1.36811732e+23 -4.27085855e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4328            	((-3.42155724e+52 7.31457626e+50 6.76873029e+52) (-8.51708174e+24 4.88217899e+22 1.48601529e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.96679353e+51 2.78316561e+52 -1.51724490e+51) (-9.28630624e+21 -9.25983912e+22 -4.39985524e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4330            	((3.76720894e+52 1.08167718e+50 -7.60554337e+52) (-8.33222243e+24 8.46137196e+22 3.23332863e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.63945537e+50 -3.08786303e+52 1.76355930e+51) (-6.60287794e+21 -1.44308060e+23 -4.25196893e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4332            	((-4.39464100e+52 -5.40822245e+50 7.90216380e+52) (-8.68449363e+24 5.83963854e+22 1.48029594e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.74259055e+51 3.26405926e+52 -2.76194011e+51) (-9.18937203e+21 -9.75865213e+22 -4.72537710e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4334            	((4.46975978e+52 1.86941084e+50 -6.70398352e+52) (-8.54629157e+24 4.02106502e+22 4.99971928e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.38135327e+51 -2.72493503e+52 3.68851839e+51) (-3.18323829e+21 -1.40975158e+23 -4.26862582e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4336            	((-5.28303971e+52 1.63729224e+50 8.53741296e+52) (-8.95437684e+24 5.64924964e+22 1.69480137e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.04668346e+51 3.50423945e+52 -3.16756495e+51) (-8.32245126e+21 -9.52630953e+22 -4.09629948e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4338            	((5.77882343e+52 -2.26206075e+51 -8.57763789e+52) (-8.66898681e+24 -4.86953379e+22 4.10998428e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.42901525e+51 -3.49628690e+52 2.79708515e+51) (7.02080335e+21 -1.50078981e+23 -4.25370359e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4340            	((-5.89944733e+52 5.97621625e+50 9.73590501e+52) (-8.76742208e+24 -1.18690058e+23 1.71369844e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.19237801e+51 3.97911033e+52 -3.35416119e+51) (6.11137390e+20 -9.66086557e+22 -4.57370519e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4342            	((4.46198143e+52 -3.47083975e+50 -1.06776987e+53) (-9.35439843e+24 -1.06710479e+23 -7.29905459e+21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.94777775e+51 -4.30402161e+52 2.57326714e+51) (1.04204304e+22 -1.77472434e+23 -4.80396018e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4344            	((-5.63252236e+52 8.06090480e+50 1.04115822e+53) (-9.85935098e+24 -8.36065073e+22 1.28210241e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.37450766e+51 4.27209825e+52 -3.17212959e+51) (1.36050091e+21 -1.26951614e+23 -5.05495113e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4346            	((4.72454878e+52 4.84945819e+49 -1.24100405e+53) (-1.01626466e+25 -4.84308592e+22 -8.78895505e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.27778066e+51 -5.02243267e+52 3.74320366e+51) (5.74709078e+21 -2.18977879e+23 -4.69809227e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4348            	((-6.41739190e+52 1.25897213e+51 1.31131553e+53) (-1.07946015e+25 5.82081777e+21 8.71724739e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.48632603e+51 5.42046138e+52 -4.13408718e+51) (-5.78159183e+21 -1.53482188e+23 -4.88471855e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4350            	((7.26845572e+52 7.70478994e+50 -1.38202904e+53) (-1.04048235e+25 7.83466389e+22 -1.08079508e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.32893861e+51 -5.64792453e+52 3.01023197e+51) (5.68058536e+21 -2.32925491e+23 -5.06281758e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4352            	((-7.38760592e+52 -1.38007538e+51 1.39920695e+53) (-1.05113587e+25 4.57974395e+22 8.14168698e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.81998042e+50 5.77358707e+52 -2.72503315e+51) (9.45033825e+21 -1.56165418e+23 -5.04082478e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4354            	((7.63991139e+52 6.81204855e+51 -1.41653106e+53) (-1.02537120e+25 2.72372350e+23 -9.71973702e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.52987516e+51 -5.78740355e+52 4.67970678e+51) (9.57677904e+21 -2.30005527e+23 -4.35809820e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4356            	((-8.67417612e+52 -4.55399796e+51 1.45494443e+53) (-1.07683491e+25 3.31023578e+23 1.14260027e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.16580097e+52 6.01015042e+52 -4.50706553e+51) (-1.38814006e+22 -1.49861371e+23 -4.20471132e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4358            	((8.16704238e+52 4.28964484e+51 -1.16842229e+53) (-1.06944845e+25 3.30404247e+23 -4.85357707e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.95522743e+51 -4.72891096e+52 1.46903873e+51) (-7.69272262e+21 -2.15982323e+23 -4.72209557e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4360            	((-8.94969592e+52 -3.64612179e+51 1.52137411e+53) (-1.10088005e+25 3.39295184e+23 1.72045575e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.52494396e+51 6.20736919e+52 -1.45850822e+51) (-1.92588687e+22 -1.33694363e+23 -4.61881931e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4362            	((9.04943939e+52 2.42995234e+51 -1.74056401e+53) (-1.08508780e+25 3.04089573e+23 -6.30388443e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.74310282e+51 -7.05098786e+52 3.36778856e+51) (7.29376520e+21 -2.31687452e+23 -4.00383193e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4364            	((-1.08095270e+53 -4.27280952e+50 1.86358152e+53) (-1.15415458e+25 3.84577465e+23 1.48809597e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.95267328e+51 7.63925203e+52 -4.74306342e+51) (-6.49130460e+21 -1.55082600e+23 -4.67032631e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4366            	((1.06265950e+53 -5.27266362e+51 -2.20758657e+53) (-1.14134208e+25 1.73066958e+23 -1.28141805e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.94996204e+52 -8.98274977e+52 5.28344727e+51) (4.01233218e+22 -2.71950819e+23 -4.34405530e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4368            	((-1.19517035e+53 2.48802392e+51 2.23653805e+53) (-1.19497418e+25 9.52854109e+22 1.20618962e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.61191159e+52 9.21171285e+52 -8.44579301e+51) (1.42749311e+22 -1.76632848e+23 -5.66961355e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4370            	((1.04947189e+53 -3.81008372e+51 -2.40454171e+53) (-1.22021110e+25 5.85986686e+22 -1.46150873e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.06582403e+52 -9.80262043e+52 9.11058718e+51) (3.21306748e+22 -2.91672405e+23 -5.15964613e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4372            	((-1.14003436e+53 2.66560989e+51 2.46314121e+53) (-1.25906810e+25 4.81135002e+22 1.27514853e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.05673413e+52 1.01602508e+53 -9.22553121e+51) (6.72157033e+21 -1.84736704e+23 -5.59045069e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4374            	((9.86295797e+52 -7.07791044e+51 -1.91378113e+53) (-1.27781667e+25 -9.37652679e+22 -7.25549102e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.69291859e+51 -7.78221638e+52 1.03013099e+52) (1.60283573e+22 -2.69636302e+23 -5.17764979e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4376            	((-1.15465260e+53 1.46772485e+52 2.10974780e+53) (-1.34561705e+25 2.07036417e+23 1.75040286e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.41489888e+51 8.66065398e+52 -4.30916226e+51) (5.53943951e+20 -1.79257863e+23 -4.02720320e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4378            	((9.59800578e+52 -1.21615340e+52 -1.85952142e+53) (-1.38791108e+25 2.69060557e+23 -7.35518805e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.60852396e+52 -7.48943499e+52 1.29663403e+51) (-1.78262869e+22 -2.85184207e+23 -4.74083093e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4380            	((-1.12373090e+53 1.13691654e+52 2.26915830e+53) (-1.44427893e+25 2.85074176e+23 1.93710082e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.93961413e+51 9.26226803e+52 -5.04348758e+51) (-2.86233304e+22 -1.86214018e+23 -6.11455992e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4382            	((1.21792876e+53 -1.88259601e+52 -2.50095297e+53) (-1.41502075e+25 3.10254555e+22 -4.99414930e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25513354e+52 -1.01170243e+53 -2.35803420e+51) (-1.07004201e+22 -2.86062153e+23 -7.77244735e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4384            	((-1.45911179e+53 2.35371925e+52 2.62992868e+53) (-1.49421828e+25 2.32786917e+23 2.10607286e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.61953972e+51 1.07964578e+53 1.92101960e+51) (-2.62880759e+22 -1.89101990e+23 -8.00695609e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4386            	((1.66073276e+53 -2.14244390e+52 -3.29356131e+53) (-1.43311717e+25 2.55116594e+23 -1.02662772e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.81785951e+51 -1.34101913e+53 -1.25601411e+51) (-4.66296427e+22 -3.20846545e+23 -7.96135019e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
